{170,299,405}.
{49,8,456}.
{715,717,25}.
{455,229,616}.
{863,12,895}.
{506,636,99}.
{674,828,801}.
{140,238,736}.
{300,362,319}.
{681,422,696}.
{739,66,900}.
{428,781,345}.
{478,192,567}.
{974,26,143}.
{549,355,461}.
{43,955,968}.
{279,186,370}.
{239,632,355}.
{114,313,29}.
{78,631,58}.
{836,687,617}.
{516,773,120}.
{617,303,303}.
{800,668,635}.
{840,975,142}.
{22,271,786}.
{50,606,129}.
{415,385,844}.
{533,22,255}.
{943,450,852}.
{957,862,519}.
{473,76,875}.
{171,898,665}.
{991,399,780}.
{332,535,544}.
{620,253,753}.
{290,250,19}.
{417,473,361}.
{146,942,746}.
{435,256,696}.
{701,408,974}.
{716,144,424}.
{19,948,296}.
{69,99,160}.
{543,288,915}.
{120,297,612}.
{945,304,831}.
{143,473,812}.
{383,515,3}.
{57,769,54}.
{974,800,322}.
{670,33,579}.
{841,295,589}.
{300,467,999}.
{326,990,573}.
{983,871,406}.
{629,946,634}.
{870,677,628}.
{42,167,126}.
{667,676,5}.
{884,408,837}.
{297,427,316}.
{755,372,261}.
{715,22,642}.
{143,299,572}.
{407,264,608}.
{820,579,647}.
{634,474,138}.
{793,987,315}.
{916,518,621}.
{882,275,979}.
{179,862,292}.
{767,622,595}.
{672,377,604}.
{64,452,573}.
{316,582,779}.
{20,585,78}.
{947,536,817}.
{225,212,983}.
{183,86,732}.
{11,158,610}.
{552,716,759}.
{804,34,888}.
{73,455,518}.
{810,591,326}.
{279,223,235}.
{231,985,709}.
{711,683,516}.
{860,735,571}.
{990,264,707}.
{662,437,769}.
{425,544,643}.
{786,744,713}.
{793,611,908}.
{643,64,894}.
{702,153,88}.
{14,958,617}.
{483,24,445}.
{471,167,33}.
{871,715,612}.
{398,51,912}.
{450,623,796}.
{496,806,716}.
{576,35,555}.
{142,623,880}.
{161,889,202}.
{875,641,532}.
{399,233,963}.
{305,604,268}.
{357,71,616}.
{980,453,177}.
{804,548,739}.
{406,978,382}.
{632,8,305}.
{179,633,295}.
{602,992,917}.
{961,806,659}.
{917,257,533}.
{755,53,160}.
{470,384,317}.
{727,997,920}.
{888,106,126}.
{28,836,807}.
{285,449,350}.
{879,74,615}.
{806,295,261}.
{324,680,403}.
{190,381,625}.
{97,532,251}.
{905,761,729}.
{811,255,513}.
{321,168,78}.
{583,413,55}.
{838,526,266}.
{451,679,625}.
{404,187,126}.
{282,598,870}.
{86,682,929}.
{509,915,129}.
{180,454,960}.
{579,890,551}.
{586,583,233}.
{177,803,726}.
{637,954,230}.
{764,201,460}.
{444,505,123}.
{586,938,494}.
{870,588,82}.
{664,568,730}.
{732,463,364}.
{955,226,179}.
{822,417,214}.
{92,16,877}.
{488,528,429}.
{711,199,234}.
{934,520,27}.
{868,459,23}.
{711,323,178}.
{721,452,602}.
{351,512,109}.
{580,777,166}.
{132,435,355}.
{646,739,685}.
{37,210,988}.
{61,961,505}.
{844,786,169}.
{262,258,125}.
{442,798,503}.
{116,12,255}.
{192,134,859}.
{166,868,92}.
{182,835,392}.
{756,104,648}.
{777,892,610}.
{215,667,408}.
{650,517,78}.
{25,657,196}.
{207,464,481}.
{871,108,637}.
{826,883,550}.
{120,989,996}.
{817,337,775}.
{266,188,920}.
{256,545,451}.
{991,554,560}.
{869,502,778}.
{685,616,273}.
{421,305,879}.
{201,70,769}.
{711,544,323}.
{853,475,195}.
{757,51,223}.
{800,39,749}.
{100,948,767}.
{906,311,601}.
{449,714,925}.
{243,740,152}.
{805,47,346}.
{692,279,263}.
{657,656,473}.
{144,156,996}.
{157,662,487}.
{995,413,450}.
{413,705,601}.
{410,518,518}.
{859,664,124}.
{277,356,48}.
{526,472,399}.
{124,592,99}.
{624,87,484}.
{689,382,865}.
{840,311,341}.
{362,152,378}.
{102,174,105}.
{356,578,216}.
{745,625,866}.
{758,381,485}.
{38,453,159}.
{422,758,875}.
{940,523,555}.
{500,527,498}.
{777,878,874}.
{708,675,298}.
{404,423,217}.
{698,159,726}.
{72,234,465}.
{324,630,414}.
{811,53,978}.
{755,895,893}.
{104,51,40}.
{251,991,116}.
{8,226,771}.
{678,732,273}.
{566,42,22}.
{440,363,776}.
{651,784,360}.
{339,592,413}.
{669,990,340}.
{886,234,434}.
{519,595,883}.
{83,271,98}.
{383,655,307}.
{621,768,221}.
{201,206,489}.
{992,143,26}.
{979,83,97}.
{340,275,85}.
{981,433,199}.
{347,944,961}.
{736,587,183}.
{534,320,934}.
{909,468,596}.
{970,953,943}.
{816,482,7}.
{403,827,617}.
{275,895,329}.
{960,284,680}.
{404,312,140}.
{95,815,457}.
{737,586,751}.
{998,734,5}.
{881,715,797}.
{482,65,258}.
{666,935,994}.
{195,146,334}.
{786,425,272}.
{739,391,660}.
{970,467,58}.
{513,8,406}.
{267,891,40}.
{234,651,751}.
{450,597,888}.
{589,814,671}.
{219,284,247}.
{515,118,923}.
{111,743,232}.
{408,537,670}.
{718,293,522}.
{455,660,621}.
{529,879,761}.
{32,320,802}.
{929,213,889}.
{454,905,268}.
{365,631,795}.
{219,508,412}.
{280,313,266}.
{162,681,933}.
{504,513,365}.
{391,345,759}.
{373,75,376}.
{238,555,833}.
{555,516,671}.
{64,825,563}.
{996,122,614}.
{311,213,903}.
{506,909,769}.
{656,915,803}.
{301,226,304}.
{614,753,424}.
{955,355,861}.
{611,745,957}.
{330,351,349}.
{759,391,700}.
{987,297,88}.
{580,873,851}.
{29,123,196}.
{135,142,654}.
{469,672,954}.
{278,736,705}.
{966,856,230}.
{459,925,740}.
{242,134,55}.
{705,331,232}.
{959,4,7}.
{67,291,168}.
{714,612,94}.
{823,292,350}.
{293,654,517}.
{95,178,178}.
{399,952,199}.
{980,822,203}.
{904,168,962}.
{707,1,304}.
{690,796,253}.
{123,646,266}.
{370,997,350}.
{605,802,816}.
{36,400,348}.
{833,304,468}.
{416,423,704}.
{467,745,232}.
{450,530,512}.
{575,732,206}.
{344,499,636}.
{482,123,977}.
{458,401,502}.
{245,92,586}.
{839,367,883}.
{838,187,353}.
{778,320,356}.
{689,272,211}.
{591,160,713}.
{31,220,892}.
{440,206,556}.
{46,80,72}.
{348,805,882}.
{439,493,547}.
{547,795,993}.
{544,122,419}.
{878,558,968}.
{900,276,551}.
{938,862,55}.
{498,341,249}.
{145,193,590}.
{118,251,910}.
{95,779,249}.
{647,286,9}.
{642,663,702}.
{308,367,250}.
{623,694,602}.
{607,578,113}.
{394,917,341}.
{654,95,430}.
{230,689,422}.
{76,2,135}.
{789,885,956}.
{79,552,786}.
{686,48,903}.
{126,613,27}.
{464,830,146}.
{272,147,951}.
{126,896,75}.
{114,672,121}.
{404,755,549}.
{70,452,921}.
{443,184,429}.
{26,800,315}.
{838,553,252}.
{840,326,517}.
{383,554,681}.
{102,28,647}.
{74,953,273}.
{179,826,274}.
{919,650,464}.
{359,465,362}.
{441,136,4}.
{722,305,462}.
{187,760,270}.
{791,257,20}.
{402,681,861}.
{808,513,207}.
{402,239,166}.
{478,248,236}.
{236,728,101}.
{843,664,901}.
{164,768,785}.
{499,870,54}.
{425,905,632}.
{198,27,100}.
{370,633,316}.
{208,971,723}.
{855,511,258}.
{832,113,841}.
{659,103,136}.
{616,399,476}.
{379,596,916}.
{239,366,349}.
{262,744,68}.
{232,437,938}.
{192,985,832}.
{559,657,727}.
{277,683,517}.
{409,735,403}.
{179,932,686}.
{754,583,675}.
{419,325,447}.
{216,572,517}.
{603,609,680}.
{809,550,264}.
{170,827,344}.
{217,856,757}.
{474,766,423}.
{17,414,10}.
{569,673,624}.
{359,68,546}.
{226,504,102}.
{603,710,411}.
{637,92,65}.
{808,652,145}.
{866,718,6}.
{769,387,467}.
{762,130,653}.
{950,139,595}.
{866,676,153}.
{747,688,600}.
{337,208,24}.
{392,117,322}.
{363,572,984}.
{337,387,7}.
{825,86,755}.
{801,119,367}.
{725,73,986}.
{834,893,621}.
{656,155,813}.
{584,80,529}.
{635,630,154}.
{905,382,178}.
{32,990,756}.
{216,24,81}.
{755,287,702}.
{108,871,431}.
{403,241,545}.
{484,964,251}.
{21,239,181}.
{754,879,42}.
{790,565,662}.
{951,658,385}.
{338,175,817}.
{332,55,34}.
{802,799,539}.
{713,716,196}.
{797,320,195}.
{686,979,102}.
{40,310,602}.
{609,645,362}.
{103,509,582}.
{231,668,253}.
{343,327,612}.
{430,182,115}.
{667,752,474}.
{106,58,386}.
{763,654,965}.
{424,266,85}.
{393,5,726}.
{388,927,39}.
{221,862,57}.
{157,228,246}.
{923,21,188}.
{767,381,214}.
{252,284,125}.
{356,468,302}.
{764,898,679}.
{181,123,868}.
{212,489,712}.
{310,792,878}.
{783,628,627}.
{754,200,736}.
{745,66,662}.
{299,142,901}.
{213,730,724}.
{617,130,500}.
{467,948,11}.
{747,828,939}.
{343,446,832}.
{994,128,622}.
{297,874,266}.
{119,448,566}.
{866,174,701}.
{351,368,248}.
{250,749,504}.
{288,132,128}.
{58,551,992}.
{628,826,780}.
{777,952,759}.
{638,669,880}.
{749,931,606}.
{688,517,909}.
{313,570,307}.
{424,680,974}.
{616,966,637}.
{844,505,199}.
{172,145,708}.
{802,741,241}.
{660,444,881}.
{777,281,672}.
{746,750,87}.
{716,521,19}.
{430,45,593}.
{365,468,205}.
{576,859,69}.
{78,850,829}.
{891,737,730}.
{262,608,119}.
{94,731,130}.
{255,363,778}.
{12,109,56}.
{214,591,387}.
{389,123,766}.
{334,229,573}.
{255,208,62}.
{929,923,263}.
{961,544,776}.
{334,879,679}.
{192,382,109}.
{397,262,756}.
{668,850,617}.
{254,180,909}.
{392,334,160}.
{779,536,582}.
{503,970,943}.
{757,747,499}.
{651,411,808}.
{18,850,63}.
{11,369,719}.
{615,698,899}.
{231,843,414}.
{50,344,987}.
{40,127,232}.
{322,216,770}.
{707,162,965}.
{421,667,936}.
{395,146,717}.
{471,581,261}.
{426,567,169}.
{133,562,790}.
{18,133,587}.
{37,415,66}.
{924,960,469}.
{777,985,431}.
{756,31,69}.
{277,950,325}.
{243,504,416}.
{798,829,55}.
{731,486,834}.
{784,842,239}.
{446,949,287}.
{369,424,95}.
{799,910,216}.
{331,529,785}.
{599,693,916}.
{324,178,861}.
{39,474,292}.
{253,666,872}.
{86,355,638}.
{717,75,899}.
{304,523,708}.
{217,597,674}.
{582,764,4}.
{350,395,16}.
{870,538,435}.
{761,299,898}.
{530,925,578}.
{479,149,65}.
{503,61,427}.
{50,495,146}.
{288,669,632}.
{937,723,913}.
{758,100,89}.
{274,810,298}.
{476,57,851}.
{35,314,255}.
{111,604,875}.
{711,381,431}.
{584,800,49}.
{259,550,360}.
{414,887,753}.
{388,298,908}.
{336,999,539}.
{271,428,634}.
{923,123,832}.
{741,940,321}.
{20,918,317}.
{592,635,54}.
{401,986,798}.
{960,885,19}.
{282,524,845}.
{575,243,79}.
{183,53,247}.
{512,542,365}.
{560,246,405}.
{992,442,892}.
{122,318,193}.
{857,527,1}.
{484,53,488}.
{536,992,761}.
{265,632,898}.
{297,1,744}.
{455,738,747}.
{960,347,791}.
{856,901,314}.
{539,563,462}.
{523,72,169}.
{135,717,212}.
{667,471,745}.
{735,583,643}.
{346,332,30}.
{207,578,369}.
{939,27,639}.
{999,516,134}.
{338,310,988}.
{567,82,881}.
{947,174,12}.
{77,839,92}.
{404,34,242}.
{927,382,509}.
{669,478,811}.
{537,718,726}.
{844,812,871}.
{217,391,43}.
{936,98,449}.
{29,711,229}.
{545,234,874}.
{968,465,969}.
{741,403,946}.
{382,515,946}.
{3,745,280}.
{46,788,105}.
{261,943,522}.
{766,170,714}.
{440,274,397}.
{770,125,416}.
{640,674,276}.
{757,584,649}.
{761,3,677}.
{565,571,152}.
{619,163,837}.
{878,170,812}.
{858,682,403}.
{918,574,626}.
{101,907,267}.
{859,728,476}.
{607,709,35}.
{294,108,782}.
{703,504,479}.
{417,143,262}.
{341,552,880}.
{122,965,927}.
{767,188,290}.
{597,256,221}.
{422,572,547}.
{574,22,123}.
{84,325,16}.
{386,279,964}.
{203,54,691}.
{221,497,453}.
{797,208,463}.
{70,302,293}.
{604,661,963}.
{392,611,381}.
{250,870,282}.
{329,718,774}.
{322,652,535}.
{587,490,8}.
{911,660,793}.
{457,279,508}.
{232,507,33}.
{759,109,682}.
{420,478,188}.
{989,667,221}.
{398,815,965}.
{950,123,122}.
{320,828,914}.
{302,772,39}.
{657,989,576}.
{855,164,642}.
{625,98,287}.
{36,971,967}.
{539,706,676}.
{345,480,772}.
{262,44,700}.
{193,643,609}.
{242,984,786}.
{570,603,545}.
{237,822,32}.
{19,338,88}.
{961,662,259}.
{603,194,467}.
{672,49,185}.
{182,135,232}.
{875,639,718}.
{44,977,306}.
{414,275,27}.
{375,153,292}.
{675,962,916}.
{364,631,332}.
{615,605,526}.
{595,13,569}.
{991,640,741}.
{686,214,469}.
{701,403,930}.
{233,251,630}.
{879,336,786}.
{771,593,806}.
{422,105,523}.
{64,804,789}.
{569,813,248}.
{530,94,156}.
{517,556,16}.
{610,189,508}.
{47,851,36}.
{944,335,969}.
{542,657,512}.
{344,681,623}.
{58,794,805}.
{200,722,106}.
{801,415,847}.
{226,941,44}.
{343,946,91}.
{779,132,42}.
{531,349,355}.
{991,540,630}.
{299,373,402}.
{617,359,625}.
{91,981,567}.
{851,497,61}.
{544,26,291}.
{98,555,39}.
{287,57,2}.
{817,613,873}.
{641,309,907}.
{313,416,831}.
{95,823,162}.
{979,288,561}.
{609,205,813}.
{101,544,620}.
{956,186,756}.
{442,23,29}.
{600,519,270}.
{459,92,46}.
{387,697,221}.
{238,665,485}.
{490,637,536}.
{933,86,120}.
{317,865,47}.
{141,169,349}.
{257,698,422}.
{935,563,703}.
{165,399,766}.
{438,552,62}.
{785,414,644}.
{926,941,578}.
