{1, [43, 72, 53, 76, 63], [[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.25055754346210724, 0.0], [0.0, 0.0, 0.39283662259455987, 0.0, 0.5718533571842558], [0.6619003593543281, 0.0, 0.0, 0.0, 0.430129317737724], [0.0, 0.0, 0.0, 0.0, 0.0]]}.
{3, [62, 43, 7, 63, 61], [[0.7226291469045466, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.5620656715109901, 0.0, 0.0, 0.0], [0.0, 0.2809171145551249, 0.0, 0.8974680330580815, 0.0], [0.7749574348740003, 0.0, 0.0, 0.0, 0.7982701053157513]]}.
{3, [56, 44, 68, 77, 74], [[0.7226291469045466, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.5620656715109901, 0.0, 0.0, 0.0], [0.0, 0.2809171145551249, 0.0, 0.8974680330580815, 0.0], [0.7749574348740003, 0.0, 0.0, 0.0, 0.7982701053157513]]}.
{3, [42, 11, 38, 35, 74], [[0.7226291469045466, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.5620656715109901, 0.0, 0.0, 0.0], [0.0, 0.2809171145551249, 0.0, 0.8974680330580815, 0.0], [0.7749574348740003, 0.0, 0.0, 0.0, 0.7982701053157513]]}.
{4, [43, 72, 53, 76, 63], [[0.38577435453939246, 0.0, 0.17155473901194807, 0.0, 0.0], [0.8638825434158909, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.8741678726389437], [0.011742157686039811, 0.0, 0.0, 0.0, 0.0], [0.6512484873117047, 0.9014461428720802, 0.0, 0.0, 0.8051243091163198]]}.
{4, [29, 90, 34, 91, 61], [[0.38577435453939246, 0.0, 0.17155473901194807, 0.0, 0.0], [0.8638825434158909, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.8741678726389437], [0.011742157686039811, 0.0, 0.0, 0.0, 0.0], [0.6512484873117047, 0.9014461428720802, 0.0, 0.0, 0.8051243091163198]]}.
{4, [62, 43, 7, 63, 61], [[0.38577435453939246, 0.0, 0.17155473901194807, 0.0, 0.0], [0.8638825434158909, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.8741678726389437], [0.011742157686039811, 0.0, 0.0, 0.0, 0.0], [0.6512484873117047, 0.9014461428720802, 0.0, 0.0, 0.8051243091163198]]}.
{4, [56, 44, 68, 77, 74], [[0.38577435453939246, 0.0, 0.17155473901194807, 0.0, 0.0], [0.8638825434158909, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.8741678726389437], [0.011742157686039811, 0.0, 0.0, 0.0, 0.0], [0.6512484873117047, 0.9014461428720802, 0.0, 0.0, 0.8051243091163198]]}.
{4, [42, 11, 38, 35, 74], [[0.38577435453939246, 0.0, 0.17155473901194807, 0.0, 0.0], [0.8638825434158909, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.8741678726389437], [0.011742157686039811, 0.0, 0.0, 0.0, 0.0], [0.6512484873117047, 0.9014461428720802, 0.0, 0.0, 0.8051243091163198]]}.
{5, [43, 72, 53, 76, 63], [[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.6624442530993035], [0.7181512581319676, 0.7269595763980212, 0.0, 0.0, 0.8054898360671748], [0.0, 0.0, 0.0, 0.05443302295623942, 0.34775315226615156], [0.3434745940796301, 0.0, 0.0, 0.0, 0.9513488287867582]]}.
{5, [29, 90, 34, 91, 61], [[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.6624442530993035], [0.7181512581319676, 0.7269595763980212, 0.0, 0.0, 0.8054898360671748], [0.0, 0.0, 0.0, 0.05443302295623942, 0.34775315226615156], [0.3434745940796301, 0.0, 0.0, 0.0, 0.9513488287867582]]}.
{5, [62, 43, 7, 63, 61], [[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.6624442530993035], [0.7181512581319676, 0.7269595763980212, 0.0, 0.0, 0.8054898360671748], [0.0, 0.0, 0.0, 0.05443302295623942, 0.34775315226615156], [0.3434745940796301, 0.0, 0.0, 0.0, 0.9513488287867582]]}.
{5, [56, 44, 68, 77, 74], [[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.6624442530993035], [0.7181512581319676, 0.7269595763980212, 0.0, 0.0, 0.8054898360671748], [0.0, 0.0, 0.0, 0.05443302295623942, 0.34775315226615156], [0.3434745940796301, 0.0, 0.0, 0.0, 0.9513488287867582]]}.
{5, [42, 11, 38, 35, 74], [[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.6624442530993035], [0.7181512581319676, 0.7269595763980212, 0.0, 0.0, 0.8054898360671748], [0.0, 0.0, 0.0, 0.05443302295623942, 0.34775315226615156], [0.3434745940796301, 0.0, 0.0, 0.0, 0.9513488287867582]]}.
{6, [43, 72, 53, 76, 63], [[0.0, 0.0, 0.16407921286658056, 0.0, 0.07892593895152711], [0.7180888112215964, 0.1352740926354018, 0.0, 0.0, 0.3447912221021737], [0.0, 0.0, 0.6015212949083284, 0.0, 0.0], [0.3389439735198938, 0.0, 0.0, 0.0, 0.25551190840761806], [0.0, 0.0, 0.0, 0.0, 0.0]]}.
{6, [29, 90, 34, 91, 61], [[0.0, 0.0, 0.16407921286658056, 0.0, 0.07892593895152711], [0.7180888112215964, 0.1352740926354018, 0.0, 0.0, 0.3447912221021737], [0.0, 0.0, 0.6015212949083284, 0.0, 0.0], [0.3389439735198938, 0.0, 0.0, 0.0, 0.25551190840761806], [0.0, 0.0, 0.0, 0.0, 0.0]]}.
{6, [62, 43, 7, 63, 61], [[0.0, 0.0, 0.16407921286658056, 0.0, 0.07892593895152711], [0.7180888112215964, 0.1352740926354018, 0.0, 0.0, 0.3447912221021737], [0.0, 0.0, 0.6015212949083284, 0.0, 0.0], [0.3389439735198938, 0.0, 0.0, 0.0, 0.25551190840761806], [0.0, 0.0, 0.0, 0.0, 0.0]]}.
{6, [56, 44, 68, 77, 74], [[0.0, 0.0, 0.16407921286658056, 0.0, 0.07892593895152711], [0.7180888112215964, 0.1352740926354018, 0.0, 0.0, 0.3447912221021737], [0.0, 0.0, 0.6015212949083284, 0.0, 0.0], [0.3389439735198938, 0.0, 0.0, 0.0, 0.25551190840761806], [0.0, 0.0, 0.0, 0.0, 0.0]]}.
{6, [42, 11, 38, 35, 74], [[0.0, 0.0, 0.16407921286658056, 0.0, 0.07892593895152711], [0.7180888112215964, 0.1352740926354018, 0.0, 0.0, 0.3447912221021737], [0.0, 0.0, 0.6015212949083284, 0.0, 0.0], [0.3389439735198938, 0.0, 0.0, 0.0, 0.25551190840761806], [0.0, 0.0, 0.0, 0.0, 0.0]]}.
{7, [43, 72, 53, 76, 63], [[0.0, 0.0, 0.0, 0.0, 0.25669168772216333], [0.0, 0.0, 0.7401286229184277, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.6631877881655542, 0.0, 0.0, 0.35273302571302534, 0.24849662495064728], [0.7536323466944516, 0.0, 0.0, 0.0, 0.0]]}.
{7, [29, 90, 34, 91, 61], [[0.0, 0.0, 0.0, 0.0, 0.25669168772216333], [0.0, 0.0, 0.7401286229184277, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.6631877881655542, 0.0, 0.0, 0.35273302571302534, 0.24849662495064728], [0.7536323466944516, 0.0, 0.0, 0.0, 0.0]]}.
{7, [62, 43, 7, 63, 61], [[0.0, 0.0, 0.0, 0.0, 0.25669168772216333], [0.0, 0.0, 0.7401286229184277, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.6631877881655542, 0.0, 0.0, 0.35273302571302534, 0.24849662495064728], [0.7536323466944516, 0.0, 0.0, 0.0, 0.0]]}.
{7, [56, 44, 68, 77, 74], [[0.0, 0.0, 0.0, 0.0, 0.25669168772216333], [0.0, 0.0, 0.7401286229184277, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.6631877881655542, 0.0, 0.0, 0.35273302571302534, 0.24849662495064728], [0.7536323466944516, 0.0, 0.0, 0.0, 0.0]]}.
{7, [42, 11, 38, 35, 74], [[0.0, 0.0, 0.0, 0.0, 0.25669168772216333], [0.0, 0.0, 0.7401286229184277, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.6631877881655542, 0.0, 0.0, 0.35273302571302534, 0.24849662495064728], [0.7536323466944516, 0.0, 0.0, 0.0, 0.0]]}.
{8, [43, 72, 53, 76, 63], [[0.5813811417404605, 0.0, 0.0, 0.0, 0.7216810353532412], [0.0, 0.0, 0.0, 0.48744415110226913, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.6124698100609938, 0.0, 0.0, 0.5037763491697896, 0.17624037593144293], [0.8541727050441374, 0.0, 0.0, 0.4482314354898823, 0.0]]}.
{8, [29, 90, 34, 91, 61], [[0.5813811417404605, 0.0, 0.0, 0.0, 0.7216810353532412], [0.0, 0.0, 0.0, 0.48744415110226913, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.6124698100609938, 0.0, 0.0, 0.5037763491697896, 0.17624037593144293], [0.8541727050441374, 0.0, 0.0, 0.4482314354898823, 0.0]]}.
{8, [62, 43, 7, 63, 61], [[0.5813811417404605, 0.0, 0.0, 0.0, 0.7216810353532412], [0.0, 0.0, 0.0, 0.48744415110226913, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.6124698100609938, 0.0, 0.0, 0.5037763491697896, 0.17624037593144293], [0.8541727050441374, 0.0, 0.0, 0.4482314354898823, 0.0]]}.
{8, [56, 44, 68, 77, 74], [[0.5813811417404605, 0.0, 0.0, 0.0, 0.7216810353532412], [0.0, 0.0, 0.0, 0.48744415110226913, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.6124698100609938, 0.0, 0.0, 0.5037763491697896, 0.17624037593144293], [0.8541727050441374, 0.0, 0.0, 0.4482314354898823, 0.0]]}.
{8, [42, 11, 38, 35, 74], [[0.5813811417404605, 0.0, 0.0, 0.0, 0.7216810353532412], [0.0, 0.0, 0.0, 0.48744415110226913, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.6124698100609938, 0.0, 0.0, 0.5037763491697896, 0.17624037593144293], [0.8541727050441374, 0.0, 0.0, 0.4482314354898823, 0.0]]}.
{9, [43, 72, 53, 76, 63], [[0.6888665613150451, 0.0, 0.1023924477897985, 0.0, 0.0], [0.0, 0.0, 0.0, 0.9173707147342886, 0.0], [0.0, 0.0, 0.0, 0.0, 0.8727727611710473], [0.3556134287011272, 0.4831666632240801, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.8785435000175468]]}.
{9, [29, 90, 34, 91, 61], [[0.6888665613150451, 0.0, 0.1023924477897985, 0.0, 0.0], [0.0, 0.0, 0.0, 0.9173707147342886, 0.0], [0.0, 0.0, 0.0, 0.0, 0.8727727611710473], [0.3556134287011272, 0.4831666632240801, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.8785435000175468]]}.
{9, [62, 43, 7, 63, 61], [[0.6888665613150451, 0.0, 0.1023924477897985, 0.0, 0.0], [0.0, 0.0, 0.0, 0.9173707147342886, 0.0], [0.0, 0.0, 0.0, 0.0, 0.8727727611710473], [0.3556134287011272, 0.4831666632240801, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.8785435000175468]]}.
{9, [56, 44, 68, 77, 74], [[0.6888665613150451, 0.0, 0.1023924477897985, 0.0, 0.0], [0.0, 0.0, 0.0, 0.9173707147342886, 0.0], [0.0, 0.0, 0.0, 0.0, 0.8727727611710473], [0.3556134287011272, 0.4831666632240801, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.8785435000175468]]}.
{9, [42, 11, 38, 35, 74], [[0.6888665613150451, 0.0, 0.1023924477897985, 0.0, 0.0], [0.0, 0.0, 0.0, 0.9173707147342886, 0.0], [0.0, 0.0, 0.0, 0.0, 0.8727727611710473], [0.3556134287011272, 0.4831666632240801, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.8785435000175468]]}.
{10, [43, 72, 53, 76, 63], [[0.0, 0.0, 0.6399027357750101, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]}.
{10, [29, 90, 34, 91, 61], [[0.0, 0.0, 0.6399027357750101, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]}.
{10, [62, 43, 7, 63, 61], [[0.0, 0.0, 0.6399027357750101, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]}.
{10, [56, 44, 68, 77, 74], [[0.0, 0.0, 0.6399027357750101, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]}.
{10, [42, 11, 38, 35, 74], [[0.0, 0.0, 0.6399027357750101, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]}.
{11, [43, 72, 53, 76, 63], [[0.0, 0.0, 0.0, 0.0, 0.0], [0.02195998603313598, 0.0, 0.79418395798466, 0.0, 0.0], [0.0, 0.0, 0.0, 0.7730223721393197, 0.0], [0.446155115545699, 0.8905687799581702, 0.0, 0.0, 0.0], [0.0, 0.4804865238001971, 0.3282339195673316, 0.0, 0.1404356474714925]]}.
{11, [29, 90, 34, 91, 61], [[0.0, 0.0, 0.0, 0.0, 0.0], [0.02195998603313598, 0.0, 0.79418395798466, 0.0, 0.0], [0.0, 0.0, 0.0, 0.7730223721393197, 0.0], [0.446155115545699, 0.8905687799581702, 0.0, 0.0, 0.0], [0.0, 0.4804865238001971, 0.3282339195673316, 0.0, 0.1404356474714925]]}.
{11, [62, 43, 7, 63, 61], [[0.0, 0.0, 0.0, 0.0, 0.0], [0.02195998603313598, 0.0, 0.79418395798466, 0.0, 0.0], [0.0, 0.0, 0.0, 0.7730223721393197, 0.0], [0.446155115545699, 0.8905687799581702, 0.0, 0.0, 0.0], [0.0, 0.4804865238001971, 0.3282339195673316, 0.0, 0.1404356474714925]]}.
{11, [56, 44, 68, 77, 74], [[0.0, 0.0, 0.0, 0.0, 0.0], [0.02195998603313598, 0.0, 0.79418395798466, 0.0, 0.0], [0.0, 0.0, 0.0, 0.7730223721393197, 0.0], [0.446155115545699, 0.8905687799581702, 0.0, 0.0, 0.0], [0.0, 0.4804865238001971, 0.3282339195673316, 0.0, 0.1404356474714925]]}.
{11, [42, 11, 38, 35, 74], [[0.0, 0.0, 0.0, 0.0, 0.0], [0.02195998603313598, 0.0, 0.79418395798466, 0.0, 0.0], [0.0, 0.0, 0.0, 0.7730223721393197, 0.0], [0.446155115545699, 0.8905687799581702, 0.0, 0.0, 0.0], [0.0, 0.4804865238001971, 0.3282339195673316, 0.0, 0.1404356474714925]]}.
{12, [43, 72, 53, 76, 63], [[0.7853641853016281, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.8099457479655907], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.10892126054904605, 0.0, 0.3802407122846425, 0.0, 0.0]]}.
{12, [29, 90, 34, 91, 61], [[0.7853641853016281, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.8099457479655907], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.10892126054904605, 0.0, 0.3802407122846425, 0.0, 0.0]]}.
{12, [62, 43, 7, 63, 61], [[0.7853641853016281, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.8099457479655907], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.10892126054904605, 0.0, 0.3802407122846425, 0.0, 0.0]]}.
{12, [56, 44, 68, 77, 74], [[0.7853641853016281, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.8099457479655907], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.10892126054904605, 0.0, 0.3802407122846425, 0.0, 0.0]]}.
{12, [42, 11, 38, 35, 74], [[0.7853641853016281, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.8099457479655907], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.10892126054904605, 0.0, 0.3802407122846425, 0.0, 0.0]]}.
{13, [43, 72, 53, 76, 63], [[0.0, 0.5522199527217946, 0.0, 0.0, 0.0], [0.0, 0.5826114849828191, 0.0, 0.0, 0.0], [0.0, 0.6751436265699149, 0.0, 0.0, 0.21202655821337923], [0.0, 0.0, 0.0, 0.335215397570251, 0.3103775737387394], [0.08684060100320257, 0.0, 0.0, 0.0, 0.6809285718517337]]}.
{13, [29, 90, 34, 91, 61], [[0.0, 0.5522199527217946, 0.0, 0.0, 0.0], [0.0, 0.5826114849828191, 0.0, 0.0, 0.0], [0.0, 0.6751436265699149, 0.0, 0.0, 0.21202655821337923], [0.0, 0.0, 0.0, 0.335215397570251, 0.3103775737387394], [0.08684060100320257, 0.0, 0.0, 0.0, 0.6809285718517337]]}.
{13, [62, 43, 7, 63, 61], [[0.0, 0.5522199527217946, 0.0, 0.0, 0.0], [0.0, 0.5826114849828191, 0.0, 0.0, 0.0], [0.0, 0.6751436265699149, 0.0, 0.0, 0.21202655821337923], [0.0, 0.0, 0.0, 0.335215397570251, 0.3103775737387394], [0.08684060100320257, 0.0, 0.0, 0.0, 0.6809285718517337]]}.
{13, [56, 44, 68, 77, 74], [[0.0, 0.5522199527217946, 0.0, 0.0, 0.0], [0.0, 0.5826114849828191, 0.0, 0.0, 0.0], [0.0, 0.6751436265699149, 0.0, 0.0, 0.21202655821337923], [0.0, 0.0, 0.0, 0.335215397570251, 0.3103775737387394], [0.08684060100320257, 0.0, 0.0, 0.0, 0.6809285718517337]]}.
{13, [42, 11, 38, 35, 74], [[0.0, 0.5522199527217946, 0.0, 0.0, 0.0], [0.0, 0.5826114849828191, 0.0, 0.0, 0.0], [0.0, 0.6751436265699149, 0.0, 0.0, 0.21202655821337923], [0.0, 0.0, 0.0, 0.335215397570251, 0.3103775737387394], [0.08684060100320257, 0.0, 0.0, 0.0, 0.6809285718517337]]}.
{14, [43, 72, 53, 76, 63], [[0.5318656698005397, 0.0, 0.0, 0.8117635154830073, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.6785762616270263, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]}.
{14, [29, 90, 34, 91, 61], [[0.5318656698005397, 0.0, 0.0, 0.8117635154830073, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.6785762616270263, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]}.
{14, [62, 43, 7, 63, 61], [[0.5318656698005397, 0.0, 0.0, 0.8117635154830073, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.6785762616270263, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]}.
{14, [56, 44, 68, 77, 74], [[0.5318656698005397, 0.0, 0.0, 0.8117635154830073, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.6785762616270263, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]}.
{14, [42, 11, 38, 35, 74], [[0.5318656698005397, 0.0, 0.0, 0.8117635154830073, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.6785762616270263, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]}.
{15, [43, 72, 53, 76, 63], [[0.0, 0.5010110151808796, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.2845695820266353, 0.23155958575830493], [0.0, 0.0, 0.0, 0.0, 0.0], [0.6133803076980604, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]}.
{15, [29, 90, 34, 91, 61], [[0.0, 0.5010110151808796, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.2845695820266353, 0.23155958575830493], [0.0, 0.0, 0.0, 0.0, 0.0], [0.6133803076980604, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]}.
{15, [62, 43, 7, 63, 61], [[0.0, 0.5010110151808796, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.2845695820266353, 0.23155958575830493], [0.0, 0.0, 0.0, 0.0, 0.0], [0.6133803076980604, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]}.
{15, [56, 44, 68, 77, 74], [[0.0, 0.5010110151808796, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.2845695820266353, 0.23155958575830493], [0.0, 0.0, 0.0, 0.0, 0.0], [0.6133803076980604, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]}.
{15, [42, 11, 38, 35, 74], [[0.0, 0.5010110151808796, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.2845695820266353, 0.23155958575830493], [0.0, 0.0, 0.0, 0.0, 0.0], [0.6133803076980604, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]}.
{16, [43, 72, 53, 76, 63], [[0.0, 0.0, 0.970522816491979, 0.0, 0.0], [0.9228798498277616, 0.0, 0.4510703789385828, 0.3849229768126121, 0.08707556131409155], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.9365430033491148, 0.6302521340174383, 0.0, 0.7314437311370935], [0.0, 0.0, 0.0, 0.36450345464333156, 0.0]]}.
{16, [29, 90, 34, 91, 61], [[0.0, 0.0, 0.970522816491979, 0.0, 0.0], [0.9228798498277616, 0.0, 0.4510703789385828, 0.3849229768126121, 0.08707556131409155], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.9365430033491148, 0.6302521340174383, 0.0, 0.7314437311370935], [0.0, 0.0, 0.0, 0.36450345464333156, 0.0]]}.
