[[0.24353961299395843, 0.0, 0.0, 0.0, 0.0], [0.8122106295844166, 0.0, 0.892481962004115, 0.40490529934160535, 0.48744203229536887], [0.0, 0.0, 0.0, 0.0, 0.4561225059716433], [0.0, 0.918035780346588, 0.0, 0.0, 0.0], [0.0, 0.0, 0.2501834787918841, 0.27632885625225856, 0.8831627312369104]].
[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.7624316230556702, 0.0, 0.0], [0.6913288354207897, 0.0, 0.0, 0.0, 0.0]].
[[0.0, 0.2346660053401709, 0.41366354678223105, 0.0, 0.8149839271246433], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.35428499679233205, 0.4006615477633204, 0.0, 0.0], [0.8588915661479802, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]].
[[0.5055929808160003, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.15453971129458022, 0.0], [0.0, 0.24502736962154348, 0.0, 0.0, 0.0], [0.7967565347308826, 0.0, 0.0, 0.0, 0.0]].
[[0.0, 0.0, 0.0, 0.0, 0.16411920194458607], [0.0, 0.42753684720115703, 0.7026871916528059, 0.0, 0.0], [0.0, 0.00552742894328262, 0.0, 0.0, 0.7076113958075807], [0.30059667075203267, 0.0, 0.1840531199900659, 0.9031547806957633, 0.0], [0.0, 0.9813054469439977, 0.0, 0.0, 0.0]].
[[0.0, 0.0, 0.0, 0.0, 0.2737583953405893], [0.73116966329656, 0.0, 0.0, 0.0, 0.0], [0.0, 0.8970232347042811, 0.0, 0.758086251521847, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.08013587437637248, 0.0]].
[[0.0, 0.0, 0.3386349826291275, 0.9865184450353903, 0.0], [0.3280565552574636, 0.0, 0.0, 0.8780818506795494, 0.09449745888125305], [0.0, 0.3641962948225118, 0.0005190573358352379, 0.0, 0.0], [0.0, 0.0, 0.0, 0.6844151551867994, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]].
[[0.4369081160291166, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.89940903653999, 0.0, 0.0, 0.6140660692694978, 0.0], [0.41012569220749395, 0.0, 0.0, 0.0, 0.0]].
[[0.9039691381371147, 0.0, 0.0, 0.0, 0.0], [0.0, 0.6744615973318798, 0.38211895550260866, 0.2947594444732108, 0.0], [0.0, 0.0, 0.9178293467608895, 0.0, 0.7219540857287489], [0.0, 0.0, 0.0, 0.14583317185681588, 0.31693637144990383], [0.10788606521338706, 0.0, 0.0, 0.17217116254039977, 0.0]].
[[0.0, 0.0, 0.0, 0.5214416564231403, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.9453715150850549, 0.0], [0.0, 0.0, 0.0, 0.0, 0.21775342259400376], [0.0, 0.0, 0.9528084512106774, 0.4666311817464457, 0.0]].
[[0.0, 0.0, 0.0, 0.0, 0.0], [0.047401500705740784, 0.3805894326215442, 0.0, 0.6596227882673109, 0.5194870286735301], [0.0, 0.0, 0.7780985520108449, 0.5466487098744506, 0.5688960273140682], [0.0, 0.0, 0.860522650093403, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]].
[[0.016909306183065853, 0.3727231036659222, 0.3081919827325611, 0.6227240257701667, 0.3239652103509856], [0.0, 0.0, 0.5576349174808941, 0.0, 0.9511018406603375], [0.8549686176998121, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.27478152899581154, 0.0, 0.9369148338785402, 0.0]].
[[0.9864576269597624, 0.0, 0.8219827399197357, 0.0, 0.6321247485112488], [0.12770159265753322, 0.4630891926433294, 0.0, 0.0, 0.0], [0.0, 0.24245122519740048, 0.29339665522956926, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.00927465179625997]].
[[0.14512409425483497, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.29393640434885737, 0.0, 0.2337265750757449, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.6454293876448541]].
[[0.10001626217729687, 0.0, 0.6647254966312333, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.22845904610270817, 0.5195844574748583, 0.0, 0.0, 0.0], [0.3191908532860298, 0.0, 0.0, 0.11318531080013083, 0.0], [0.0, 0.1648245061055309, 0.09850224720348633, 0.0, 0.0]].
[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.9165387605629199, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.5533773928883147], [0.0, 0.0, 0.0, 0.0, 0.0]].
[[0.0, 0.0, 0.0, 0.41971023919160433, 0.0], [0.6829387751458257, 0.0, 0.0, 0.0, 0.0], [0.6757236187695151, 0.28773443168264645, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.8529604260418729, 0.0, 0.6265520105606053]].
[[0.986021287637071, 0.0, 0.0, 0.5373642435520466, 0.32717457884449774], [0.0, 0.5030608408476812, 0.6252802579445633, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.25619351460450446], [0.0, 0.0, 0.0, 0.0, 0.8664206566441878], [0.0, 0.0, 0.0, 0.38385574493931807, 0.0]].
[[0.0, 0.6379696648553035, 0.0, 0.4894308950218442, 0.0], [0.0, 0.0, 0.18150266748661537, 0.0, 0.0], [0.8646773719400095, 0.0, 0.0, 0.0, 0.0], [0.0, 0.9689823861244186, 0.0, 0.0, 0.0], [0.3524444490174562, 0.38382876597077753, 0.0, 0.0, 0.8939433321094695]].
[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.25150456420063805, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]].
[[0.0, 0.49873176562100763, 0.0, 0.33870746590520906, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.4991712469479328, 0.0], [0.48902576525242236, 0.0, 0.4271529305898437, 0.0, 0.5083891032989957], [0.9233565734611154, 0.0, 0.0, 0.8308658436602926, 0.0]].
[[0.08441447396014168, 0.4427165245543879, 0.0, 0.0, 0.0], [0.0, 0.5392114331428863, 0.0, 0.31030577287624517, 0.0], [0.0, 0.0, 0.0, 0.0, 0.5884589670077615], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.8452281277863213]].
[[0.13502599707935392, 0.8708899308167015, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.18244892566942983, 0.5810439855373938, 0.0, 0.44847979460358034, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]].
[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.9061546066046927, 0.0, 0.0, 0.0, 0.6256479285509597], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.8038754028449694, 0.38227787344848607, 0.7495515411959334]].
[[0.0, 0.0, 0.12927944278410763, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.2275457713469582, 0.0, 0.4346788918171455], [0.0, 0.0, 0.0, 0.0, 0.24071053736516368], [0.0, 0.40524753967511895, 0.0, 0.9247762560597497, 0.0]].
[[0.0, 0.0, 0.0, 0.0, 0.0], [0.7163234849819359, 0.0, 0.0, 0.35332115614833837, 0.0], [0.0, 0.0, 0.4080960902634678, 0.27794596135436556, 0.6898567924748157], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.7025463793894691, 0.3767509955575068, 0.0]].
[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.615663681857462, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.6035401323232049, 0.34516643454921503], [0.0, 0.0, 0.0, 0.0, 0.11521264431527956], [0.05284414863725895, 0.0, 0.0, 0.0, 0.0]].
[[0.0, 0.0, 0.9538732493119898, 0.6104394510088852, 0.0], [0.0, 0.05816106791191333, 0.0, 0.15405396875595556, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.6721009160389431, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.3899872843856579, 0.0]].
[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.45858450912914606, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.23365652419807836], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]].
[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.8427297632721622, 0.15654351520247234, 0.0, 0.624281446374274], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.37091881962897977, 0.0, 0.0, 0.0, 0.0]].
[[0.0, 0.944620567582662, 0.0, 0.0779125032263357, 0.0], [0.0, 0.0, 0.3444588259157688, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.24390870651512464, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]].
[[0.6565166633149098, 0.0, 0.1880408183620732, 0.0, 0.873580145583888], [0.0, 0.0, 0.0, 0.0, 0.45760677626124546], [0.0, 0.0, 0.0, 0.0, 0.7504656799612974], [0.0, 0.0, 0.0, 0.7009333937506625, 0.8486538797022196], [0.0, 0.12486607825177509, 0.9496948022882584, 0.0, 0.0]].
[[0.31733376550980497, 0.7468762432882045, 0.0, 0.0, 0.0], [0.4492410068932563, 0.0, 0.0, 0.6552687956169077, 0.0], [0.0, 0.0, 0.6616274360629217, 0.4415272892745885, 0.42687752397803513], [0.0, 0.0, 0.009201106728265906, 0.0, 0.36296692952289666], [0.0, 0.0, 0.16045900974135785, 0.0, 0.17454269026215607]].
[[0.0, 0.0, 0.049559651186659726, 0.7186855104107316, 0.0], [0.0, 0.11448631368115736, 0.7395730599995763, 0.0, 0.0], [0.0, 0.0, 0.0, 0.6281227922916707, 0.0], [0.0, 0.0, 0.15387533879943904, 0.0, 0.0], [0.0, 0.0, 0.0, 0.41631611536724555, 0.0]].
[[0.8764998878836502, 0.38049013817222677, 0.35438644330761904, 0.3726352715545982, 0.0], [0.015514815632074797, 0.25936625438336924, 0.0, 0.0, 0.0], [0.9766725895341412, 0.0, 0.0, 0.28141304659742905, 0.0], [0.0, 0.26528786352789235, 0.0, 0.7055996799889277, 0.22211702342204875], [0.0, 0.0, 0.0, 0.8711206328208064, 0.0]].
[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.9729888136010535, 0.0, 0.6700224423885704, 0.0], [0.0, 0.0, 0.0, 0.5512844077862021, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.7012166409994366, 0.1294664155479638, 0.0]].
[[0.30406793003305677, 0.0, 0.0, 0.0, 0.8694864302002843], [0.0, 0.6609725097599907, 0.0, 0.0, 0.0], [0.0, 0.43985185302248275, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.27623426867522816], [0.0, 0.0, 0.0, 0.0, 0.0]].
[[0.0, 0.0, 0.8993214787449512, 0.0, 0.0], [0.0, 0.522335553909592, 0.6628650374502376, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.9813161650344737, 0.0, 0.0, 0.6266154813050907, 0.03707531665500652]].
[[0.0, 0.10664535593737756, 0.0, 0.0, 0.18724567725468566], [0.6486192339961864, 0.0, 0.0, 0.0, 0.0], [0.0, 0.1766564821843637, 0.0, 0.0, 0.0], [0.0, 0.382348952696286, 0.0, 0.0, 0.0], [0.42152708618373846, 0.0, 0.9993748792834263, 0.23098099943089012, 0.3503633471837154]].
[[0.0, 0.0, 0.0, 0.0, 0.0], [0.4053261430584937, 0.0, 0.0, 0.0, 0.9388182234565126], [0.7370603976498737, 0.0, 0.7081783701384197, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]].
[[0.0, 0.0, 0.0, 0.1970941356018866, 0.0], [0.0, 0.0, 0.48960764545470037, 0.0, 0.0], [0.6621755805429156, 0.0, 0.0, 0.0, 0.0], [0.9686342210475336, 0.0, 0.0, 0.800374730286513, 0.0], [0.0, 0.0, 0.0, 0.7283965757002189, 0.0]].
[[0.0, 0.0, 0.0, 0.997530629564744, 0.9933099020072471], [0.9710877136620049, 0.05347707102597543, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.9357775492990991, 0.0, 0.0, 0.0], [0.3699911078749021, 0.0, 0.13865060152756203, 0.0, 0.0]].
[[0.0, 0.0, 0.0, 0.7259180688646248, 0.0], [0.0, 0.0, 0.5668589677890564, 0.0, 0.0], [0.0, 0.0, 0.2813571246958638, 0.49084419129525936, 0.6643533668811533], [0.0, 0.0, 0.0, 0.7273378402760325, 0.0], [0.8405962193268661, 0.0, 0.0, 0.0, 0.0]].
[[0.06091488390927957, 0.0, 0.0, 0.9745979121019063, 0.0], [0.0, 0.0, 0.0, 0.4570423362577498, 0.0], [0.9537627199153179, 0.0, 0.0, 0.9649307261704352, 0.0], [0.0, 0.0, 0.0, 0.0, 0.8954972203652883], [0.0, 0.81621508125071, 0.7639508273870542, 0.0, 0.0]].
[[0.0, 0.0, 0.9811790654991581, 0.0, 0.0], [0.0, 0.0, 0.9779558998319979, 0.37078907974668973, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.5994627935553848, 0.0, 0.07525560922929286], [0.0, 0.0, 0.580173264465967, 0.0, 0.0]].
[[0.8678962311079779, 0.0, 0.0, 0.1805049788375107, 0.4126902816055473], [0.0, 0.7388638210544027, 0.0, 0.6915667372018918, 0.0], [0.7940468560435309, 0.0, 0.9672349245747227, 0.7197083388874116, 0.27649953880503175], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.05901408906566141]].
[[0.0, 0.0, 0.9235341736741846, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.20793609650794775, 0.0, 0.0, 0.0], [0.0, 0.6321755701535886, 0.0, 0.0, 0.0]].
[[0.3345390784410518, 0.07258779021148076, 0.0, 0.5316553557365674, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.4156847656404353, 0.9433815605843071], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.5584519707727705, 0.0, 0.0, 0.0]].
[[0.0, 0.0, 0.0, 0.0, 0.0], [0.6360281145899691, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.4066387744669764, 0.0, 0.0], [0.0, 0.2660383678512005, 0.0, 0.0, 0.0], [0.25250226843972323, 0.0, 0.0, 0.0, 0.22278508648313455]].
[[0.28507515896293323, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.7167752685628432, 0.9690024148427766, 0.0, 0.0, 0.39827174803401133], [0.9595638404876307, 0.08475631686506224, 0.0, 0.0, 0.0], [0.0, 0.292491001650636, 0.0, 0.6660476703784839, 0.5454997759456983]].
[[0.39339569535052, 0.0, 0.0, 0.0, 0.34938092913476937], [0.0, 0.3818035989952647, 0.0, 0.0, 0.0], [0.0, 0.0, 0.3904168037158491, 0.0, 0.0], [0.0, 0.0, 0.7448970990971014, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]].
[[0.696703498012553, 0.0, 0.0, 0.0, 0.22472992830573735], [0.0, 0.43334362909477564, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.8816359026143795], [0.050548790475885896, 0.0, 0.0, 0.18217714804058127, 0.0], [0.0, 0.5813263521248008, 0.3562867244878004, 0.0, 0.0]].
[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.37876443641117996], [0.0, 0.0, 0.0, 0.5594922600626925, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.23863640671312158, 0.008194795124444876, 0.4157113793693845, 0.0, 0.41707143769943567]].
[[0.0, 0.4550428249459736, 0.0, 0.0, 0.0], [0.0, 0.6014236408787391, 0.028088108182354854, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.3477835414670747, 0.8615784223031363, 0.8728295984997302, 0.0]].
[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.640230104002654, 0.0], [0.0, 0.904632876079605, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.6001213247753149, 0.0]].
[[0.7532610574011107, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.6838274273000864, 0.0], [0.6286860581947719, 0.0, 0.0, 0.0, 0.31907276782819904], [0.0, 0.0, 0.0, 0.06659224473737535, 0.0], [0.4189229930559927, 0.0, 0.0, 0.0, 0.0]].
[[0.0, 0.0, 0.0, 0.0, 0.0], [0.07479679688737428, 0.0, 0.0, 0.0, 0.0], [0.19202989663553038, 0.0, 0.0, 0.0, 0.6911995892232163], [0.0, 0.0, 0.0, 0.0, 0.6020671759907871], [0.0, 0.6459185489040554, 0.0, 0.0, 0.0]].
[[0.0, 0.0, 0.44735133453112697, 0.0, 0.0], [0.0, 0.05256998505195576, 0.0, 0.4075074768912379, 0.0], [0.0, 0.0, 0.0, 0.0, 0.9885559308888098], [0.33353774853135476, 0.0, 0.5693022397487875, 0.0, 0.7712460689810884], [0.7415743974471988, 0.0, 0.0, 0.9324546210388006, 0.0]].
[[0.03617846925974466, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.6743399284202651, 0.46268942776433464], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]].
[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.033462865030439826], [0.0, 0.34841827966309025, 0.0, 0.0, 0.0], [0.0, 0.6804882166904559, 0.8261897794084291, 0.19335138841202926, 0.0], [0.0, 0.0, 0.0, 0.14107782735833152, 0.3428823504483982]].
[[0.0, 0.0, 0.0, 0.5610208226838469, 0.0], [0.0, 0.0, 0.4367533047239994, 0.0, 0.0], [0.0, 0.19978362899087965, 0.0, 0.0, 0.9516093863541424], [0.0, 0.32380450772650504, 0.0, 0.0, 0.0], [0.0, 0.0, 0.005917833315080778, 0.530077404451398, 0.0]].
[[0.04758497631176273, 0.0, 0.0955239776627117, 0.0, 0.0], [0.21732872674005965, 0.13916647119870906, 0.8297390721608866, 0.3515118535609759, 0.0], [0.0, 0.5201995360100502, 0.0, 0.0, 0.0], [0.070182816290564, 0.06307413135609707, 0.0, 0.0, 0.0], [0.4418877445669105, 0.0, 0.0, 0.0, 0.0]].
[[0.8179114034532411, 0.6661281287461869, 0.0, 0.0, 0.0], [0.9634446307478562, 0.0, 0.7288027233801756, 0.0, 0.0], [0.00417953202159016, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.010847327345276048, 0.35102325760949005, 0.7612254869725328, 0.0, 0.0]].
[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.8193828976899878, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.035889324020237146, 0.09615229156750404], [0.0, 0.0, 0.20945618764967944, 0.3297553103394407, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]].
[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.5452053950537549, 0.0], [0.0, 0.0, 0.0, 0.0, 0.24774594764201097], [0.8827479248799613, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.7801036949489746]].
[[0.0, 0.0, 0.0, 0.18457688979829, 0.0], [0.0, 0.0, 0.6923307487210405, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.9604046930781507, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]].
